name,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,hp,defense + hit,height_m,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary,attack&defense,Total
Phantump,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,70,5120,70,309,120,Stump Pokémon,48,1000000,43,91,0.4,Phantump,50,708,50,60,38,ghost,grass,7,6,0,110,239
Mareep,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,40,5120,70,280,235,Wool Pokémon,40,1059860,55,95,0.6,Mareep,50,179,65,45,35,electric,,7.8,2,0,110,240
Cyndaquil,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,52,5120,70,309,45,Fire Mouse Pokémon,43,1059860,39,82,0.5,Cyndaquil,88.1,155,60,50,65,fire,,7.9,2,0,110,257
Charmander,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,52,5120,70,309,45,Lizard Pokémon,43,1059860,39,82,0.6,Charmander,88.1,4,60,50,65,fire,,8.5,1,0,110,257
Vullaby,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,55,5120,35,370,190,Diapered Pokémon,75,1250000,70,145,0.5,Vullaby,0,629,45,65,60,dark,flying,9,5,0,110,315
Voltorb,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,30,5120,70,330,190,Ball Pokémon,50,1000000,40,90,0.5,Voltorb,,100,55,55,100,electric,,10.4,1,0,110,300
Delibird,0.5,1,1,2,1,1,2,1,1,0.5,0,1,1,1,1,4,2,1,55,5120,70,330,45,Delivery Pokémon,45,800000,45,90,0.9,Delibird,50,225,65,45,75,ice,flying,16,2,0,110,275
Ferroseed,1,1,0.5,0.5,0.5,2,4,1,1,0.25,1,1,0.5,0,0.5,0.5,0.5,0.5,50,5120,70,305,255,Thorn Seed Pokémon,91,1000000,44,135,0.6,Ferroseed,50,597,24,86,10,grass,steel,18.8,5,0,110,255
Nidorino,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,72,5120,70,365,120,Poison Pin Pokémon,57,1059860,61,118,0.9,Nidorino,100,33,55,55,65,poison,,19.5,1,0,110,293
Nidorina,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,62,5120,70,365,120,Poison Pin Pokémon,67,1059860,70,137,0.8,Nidorina,0,30,55,55,56,poison,,20,1,0,110,303
Baltoy,2,2,1,0,1,0.5,1,1,2,2,1,2,1,0.5,0.5,0.5,1,2,40,5120,70,300,255,Clay Doll Pokémon,55,1000000,40,95,0.5,Baltoy,,343,40,70,55,ground,psychic,21.5,3,0,110,260
Relicanth,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,90,10240,70,485,25,Longevity Pokémon,130,1250000,100,230,1,Relicanth,88.1,369,45,65,55,water,rock,23.4,3,0,110,395
Numel,0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,4,60,5120,70,305,255,Numb Pokémon,40,1000000,60,100,0.7,Numel,50,322,65,45,35,fire,ground,24,3,0,110,245
Staraptor,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,120,3840,70,485,45,Predator Pokémon,70,1059860,85,155,1.2,Staraptor,50,398,50,60,100,normal,flying,24.9,4,0,110,365
Sneasel,2,0.5,1,1,2,4,2,1,0.5,1,1,0.5,1,1,0,2,2,1,95,5120,35,430,60,Sharp Claw Pokémon,55,1059860,55,110,0.9,Sneasel,50,215,35,75,115,dark,ice,28,2,0,110,335
Delcatty,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,65,3840,70,400,60,Prim Pokémon,65,800000,70,135,1.1,Delcatty,24.6,301,55,55,90,normal,,32.6,3,0,110,335
Slugma,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,40,5120,70,250,190,Lava Pokémon,40,1000000,40,80,0.7,Slugma,50,218,70,40,20,fire,,35,2,0,110,210
Vigoroth,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,3840,70,440,120,Wild Monkey Pokémon,80,1250000,80,160,1.4,Vigoroth,50,288,55,55,90,normal,,46.5,3,0,110,360
Skarmory,0.25,1,0.5,2,0.5,1,2,0.5,1,0.25,0,1,0.5,0,0.5,1,0.5,1,80,6400,70,465,25,Armor Bird Pokémon,140,1250000,65,205,1.7,Skarmory,50,227,40,70,70,steel,flying,50.5,2,0,110,385
Bronzor,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,24,5120,70,300,255,Bronze Pokémon,86,1000000,57,143,0.5,Bronzor,,436,24,86,23,steel,psychic,60.5,4,0,110,276
Machoke,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,100,5120,70,405,90,Superpower Pokémon,70,1059860,80,150,1.5,Machoke,75.4,67,50,60,45,fighting,,70.5,1,0,110,305
Miltank,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,5120,70,490,45,Milk Cow Pokémon,105,1250000,95,200,1.2,Miltank,0,241,40,70,100,normal,,75.5,2,0,110,410
Tauros,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,100,5120,70,490,45,Wild Bull Pokémon,95,1250000,75,170,1.4,Tauros,100,128,40,70,110,normal,,88.4,1,0,110,390
Shelgon,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,95,10240,35,420,45,Endurance Pokémon,100,1250000,65,165,1.1,Shelgon,50,372,60,50,50,dragon,,110.5,3,0,110,325
Rhyperior,1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,140,5120,70,535,30,Drill Pokémon,130,1250000,115,245,2.4,Rhyperior,50,464,55,55,40,ground,rock,282.8,4,0,110,395
Salandit,0.25,1,1,1,0.25,0.5,0.5,1,1,0.25,4,0.5,1,0.5,2,2,0.5,2,44,5120,70,320,120,Toxic Lizard Pokémon,40,1000000,48,88,0.6,Salandit,88.1,757,71,40,77,poison,fire,4.8,7,0,111,276
Linoone,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,70,3840,70,420,90,Rush Pokémon,61,1000000,78,139,0.5,Linoone,50,264,50,61,100,normal,,32.5,3,0,111,350
Dewpider,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,40,3840,70,269,200,Water Bubble Pokémon,52,1000000,38,90,0.3,Dewpider,50,751,40,72,27,water,bug,4,7,0,112,229
Chinchou,1,1,1,1,1,1,0.5,0.5,1,2,2,0.5,1,1,1,1,0.25,0.5,38,5120,70,330,190,Angler Pokémon,38,1250000,75,113,0.5,Chinchou,50,170,56,56,67,water,electric,12,2,0,112,292
Togedemaru,0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1,98,2560,70,435,180,Roly-Poly Pokémon,63,1000000,65,128,0.3,Togedemaru,50,777,40,73,96,electric,steel,3.3,7,0,113,337
Chikorita,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,49,5120,70,318,45,Leaf Pokémon,65,1059860,45,110,0.9,Chikorita,88.1,152,49,65,45,grass,,6.4,2,0,114,269
Squirtle,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,48,5120,70,314,45,Tiny Turtle Pokémon,65,1059860,44,109,0.5,Squirtle,88.1,7,50,64,43,water,,9,1,0,114,266
Quilladin,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,78,5120,70,405,45,Spiny Armor Pokémon,95,1059860,61,156,0.7,Quilladin,88.1,651,56,58,57,grass,,29,6,0,114,327
Loudred,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,71,5120,70,360,120,Big Voice Pokémon,43,1059860,84,127,1,Loudred,50,294,71,43,48,normal,,40.5,3,0,114,289
Chingling,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,30,6400,70,285,120,Bell Pokémon,50,800000,45,95,0.2,Chingling,50,433,65,50,45,psychic,,0.6,4,0,115,255
Swablu,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,40,5120,70,310,255,Cotton Bird Pokémon,60,600000,45,105,0.4,Swablu,50,333,40,75,50,normal,flying,1.2,3,0,115,270
Natu,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,50,5120,70,320,190,Little Bird Pokémon,45,1000000,40,85,0.2,Natu,50,177,70,45,70,psychic,flying,2,2,0,115,270
Cherubi,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,35,5120,70,275,190,Cherry Pokémon,45,1000000,45,90,0.4,Cherubi,50,420,62,53,35,grass,,3.3,4,0,115,240
Gumshoos,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,110,3840,70,418,127,Stakeout Pokémon,60,1000000,88,148,0.7,Gumshoos,50,735,55,60,45,normal,,14.2,7,0,115,308
Psyduck,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,52,5120,70,320,190,Duck Pokémon,48,1000000,50,98,0.8,Psyduck,50,54,65,50,55,water,,19.6,1,0,115,268
Bibarel,1,1,1,2,1,2,0.5,1,0,2,1,0.5,1,1,1,1,0.5,0.5,85,3840,70,410,127,Beaver Pokémon,60,1000000,79,139,1,Bibarel,50,400,55,60,71,normal,water,31.5,4,0,115,325
Excadrill,0.5,1,0.5,0,0.5,2,2,0.5,1,1,2,1,0.5,0,0.5,0.25,0.5,2,135,5120,70,508,60,Subterrene Pokémon,60,1000000,110,170,0.7,Excadrill,50,530,50,65,88,ground,steel,40.4,5,0,115,373
Throh,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,100,5120,70,465,45,Judo Pokémon,85,1000000,120,205,1.3,Throh,100,538,30,85,45,fighting,,55.5,5,0,115,365
Sandygast,0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,55,3840,70,320,140,Sand Heap Pokémon,80,1000000,55,135,0.5,Sandygast,50,769,70,45,15,ghost,ground,70,7,0,115,265
Seel,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,45,5120,70,325,190,Sea Lion Pokémon,55,1000000,65,120,1.1,Seel,50,86,45,70,45,water,,90,1,0,115,280
Rampardos,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,165,7680,70,495,45,Head Butt Pokémon,60,600000,97,157,1.6,Rampardos,88.1,409,65,50,58,rock,,102.5,4,0,115,330
Bewear,0.5,0.5,1,1,2,2,1,2,0,1,1,1,1,1,2,0.5,1,1,125,3840,70,500,70,Strong Arm Pokémon,80,1000000,120,200,2.1,Bewear,50,760,55,60,60,normal,fighting,135,7,0,115,375
Vulpix,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,41,5120,70,299,190,Fox Pokémon,40,1000000,38,78,,Vulpix,24.6,37,50,65,65,fire,ice,,1,0,115,258
Swirlix,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,48,5120,70,341,200,Cotton Candy Pokémon,66,1000000,62,128,0.4,Swirlix,50,684,59,57,49,fairy,,3.5,6,0,116,293
Piplup,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,51,5120,70,314,45,Penguin Pokémon,53,1059860,53,106,0.4,Piplup,88.1,393,61,56,40,water,,5.2,4,0,117,263
Shellos,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,48,5120,70,325,190,Sea Slug Pokémon,48,1000000,76,124,0.3,Shellos,50,422,57,62,34,water,,6.3,4,0,119,277
Archen,0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,112,7680,70,401,45,First Bird Pokémon,45,1000000,55,100,0.5,Archen,88.1,566,74,45,70,rock,flying,9.5,5,0,119,289
Skiddo,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,65,5120,70,350,200,Mount Pokémon,48,1000000,66,114,0.9,Skiddo,50,672,62,57,52,grass,,31,6,0,119,285
Whirlipede,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,55,3840,70,360,120,Curlipede Pokémon,99,1059860,40,139,1.2,Whirlipede,50,544,40,79,47,bug,poison,58.5,5,0,119,305
Budew,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,30,5120,70,280,255,Bud Pokémon,35,1059860,40,75,0.2,Budew,50,406,50,70,55,grass,poison,1.2,4,0,120,250
Yamask,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,30,6400,70,303,190,Spirit Pokémon,85,1000000,38,123,0.5,Yamask,50,562,55,65,30,ghost,,1.5,5,0,120,273
Torchic,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,60,5120,70,310,45,Chick Pokémon,40,1059860,45,85,0.4,Torchic,88.1,255,70,50,45,fire,,2.5,3,0,120,250
Litwick,0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,30,5120,70,275,190,Candle Pokémon,55,1059860,50,105,0.3,Litwick,50,607,65,55,20,ghost,fire,3.1,5,0,120,245
Unown,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,72,10240,70,336,225,Symbol Pokémon,48,1000000,48,96,0.5,Unown,,201,72,48,48,psychic,,5,2,0,120,264
Treecko,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,45,5120,70,310,45,Wood Gecko Pokémon,35,1059860,40,75,0.5,Treecko,88.1,252,65,55,70,grass,,5,3,0,120,265
Spinda,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,60,3840,70,360,255,Spot Panda Pokémon,60,800000,60,120,1.1,Spinda,50,327,60,60,60,normal,,5,3,0,120,300
Gothita,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,30,5120,70,290,200,Fixation Pokémon,50,1059860,45,95,0.4,Gothita,24.6,574,55,65,45,psychic,,5.8,5,0,120,260
Finkak,3,,,,,,,,,,,,,,,,,,90,,,,,Ground Dragon Cat Pokemon,89,1000000,60,149,0.4,Finkak,49,1000,80,40,76,ground,dragon,6,2,1,120,345
Petilil,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,35,5120,70,280,190,Bulb Pokémon,50,1000000,45,95,0.5,Petilil,0,548,70,50,30,grass,,6.6,5,0,120,245
Skrelp,0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,60,5120,70,320,225,Mock Kelp Pokémon,60,1000000,50,110,0.5,Skrelp,50,690,60,60,30,poison,water,7.3,6,0,120,260
Ledyba,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,20,3840,70,265,255,Five Star Pokémon,30,800000,40,70,1,Ledyba,50,165,40,80,55,bug,flying,10.8,2,0,120,245
Zorua,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,65,6400,70,330,75,Tricky Fox Pokémon,40,1059860,40,80,0.7,Zorua,88.1,570,80,40,65,dark,,12.5,5,0,120,265
Farfetch'd,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,90,5120,70,377,45,Wild Duck Pokémon,55,1000000,52,107,0.8,Farfetch'd,50,83,58,62,60,normal,flying,15,1,0,120,287
Duskull,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,40,6400,35,295,190,Requiem Pokémon,90,800000,20,110,0.8,Duskull,50,355,30,90,25,ghost,,15,3,0,120,255
Palpitoad,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,65,5120,70,384,120,Vibration Pokémon,55,1059860,75,130,0.8,Palpitoad,50,536,65,55,69,water,ground,17,5,0,120,319
Growlithe,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,70,5120,70,350,190,Puppy Pokémon,45,1250000,55,100,0.7,Growlithe,75.4,58,70,50,60,fire,,19,1,0,120,280
Kirlia,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,35,5120,35,278,120,Emotion Pokémon,35,1250000,38,73,0.8,Kirlia,50,281,65,55,50,psychic,fairy,20.2,3,0,120,243
Elekid,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,63,6400,70,360,45,Electric Pokémon,37,1000000,45,82,0.6,Elekid,75.4,239,65,55,95,electric,,23.5,2,0,120,297
Unfezant,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,115,3840,70,488,45,Proud Pokémon,80,1059860,80,160,1.2,Unfezant,50,521,65,55,93,normal,flying,29,5,0,120,373
Mightyena,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,90,3840,70,420,127,Bite Pokémon,70,1000000,70,140,1,Mightyena,50,262,60,60,70,dark,,37,3,0,120,330
Yanma,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,65,5120,70,390,75,Clear Wing Pokémon,45,1000000,65,110,1.2,Yanma,50,193,75,45,95,bug,flying,38,2,0,120,325
Breloom,1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5,130,3840,70,460,90,Mushroom Pokémon,80,1640000,60,140,1.2,Breloom,50,286,60,60,70,grass,fighting,39.2,3,0,120,330
Zangoose,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,115,5120,70,458,90,Cat Ferret Pokémon,60,600000,73,133,1.3,Zangoose,50,335,60,60,90,normal,,40.3,3,0,120,343
Gliscor,0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2,95,5120,70,510,30,Fang Scorp Pokémon,125,1059860,75,200,2,Gliscor,50,472,45,75,95,ground,flying,42.5,4,0,120,415
Granbull,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,120,5120,70,450,75,Fairy Pokémon,75,800000,90,165,1.4,Granbull,24.6,210,60,60,45,fairy,,48.7,2,0,120,330
Piloswine,1,1,1,0,1,2,2,1,1,2,1,1,1,0.5,1,1,2,2,100,5120,70,450,75,Swine Pokémon,80,1250000,100,180,1.1,Piloswine,50,221,60,60,50,ice,ground,55.8,2,0,120,350
Dodrio,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,110,5120,70,470,45,Triple Bird Pokémon,70,1000000,60,130,1.8,Dodrio,50,85,60,60,110,normal,flying,85.2,1,0,120,360
Conkeldurr,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,140,5120,70,505,45,Muscular Pokémon,95,1059860,105,200,1.4,Conkeldurr,75.4,534,55,65,45,fighting,,87,5,0,120,365
Grotle,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,89,5120,70,405,45,Grove Pokémon,85,1059860,75,160,1.1,Grotle,88.1,388,55,65,36,grass,,97,4,0,120,316
Donphan,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,120,5120,70,500,60,Armor Pokémon,120,1000000,90,210,1.1,Donphan,50,232,60,60,50,ground,,120,2,0,120,380
Forretress,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,90,5120,70,465,75,Bagworm Pokémon,140,1000000,75,215,1.2,Forretress,50,205,60,60,40,bug,steel,125.8,2,0,120,375
Solrock,2,2,1,1,1,1,0.5,0.5,2,2,2,1,0.5,0.5,0.5,1,2,2,95,6400,70,460,45,Meteorite Pokémon,85,800000,90,175,1.2,Solrock,,338,55,65,70,rock,psychic,154,3,0,120,365
Raticate,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,71,3840,70,413,127,Mouse Pokémon,70,1000000,75,145,,Raticate,50,20,40,80,77,normal,dark,,1,0,120,342
Dugtrio,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,100,5120,70,425,50,Mole Pokémon,60,1000000,35,95,,Dugtrio,50,51,50,70,110,ground,ground,,1,0,120,325
Golem,1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,120,3840,70,495,45,Megaton Pokémon,130,1059860,80,210,,Golem,50,76,55,65,45,rock,ground,,1,0,120,375
Clauncher,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,53,3840,70,330,225,Water Gun Pokémon,62,1250000,50,112,0.5,Clauncher,50,692,58,63,44,water,,8.3,6,0,121,277
Popplio,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,54,3840,70,320,45,Sea Lion Pokémon,54,1059860,50,104,0.4,Popplio,88.1,728,66,56,40,water,,7.5,7,0,122,266
Fennekin,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,45,5120,70,307,45,Fox Pokémon,40,1059860,40,80,0.4,Fennekin,88.1,653,62,60,60,fire,,9.4,6,0,122,262
Munna,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,25,2560,70,292,190,Dream Eater Pokémon,45,800000,76,121,0.6,Munna,50,517,67,55,24,psychic,,23.3,5,0,122,267
Croconaw,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,80,5120,70,405,45,Big Jaw Pokémon,80,1059860,65,145,1.1,Croconaw,88.1,159,59,63,58,water,,25,2,0,122,325
Fearow,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,90,3840,70,442,90,Beak Pokémon,65,1000000,65,130,1.2,Fearow,50,22,61,61,100,normal,flying,38,1,0,122,352
Snover,2,1,1,0.5,1,2,4,2,1,0.5,0.5,1,1,2,1,2,2,0.5,62,5120,70,334,120,Frosted Tree Pokémon,50,1250000,60,110,1,Snover,50,459,62,60,40,grass,ice,50.5,4,0,122,272
Espurr,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,48,5120,70,355,190,Restraint Pokémon,54,1000000,62,116,0.3,Espurr,50,677,63,60,68,psychic,,3.5,6,0,123,307
Purugly,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,82,5120,70,452,75,Tiger Cat Pokémon,64,800000,71,135,1,Purugly,24.6,432,64,59,112,normal,,43.8,4,0,123,370
Scolipede,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,100,5120,70,485,45,Megapede Pokémon,89,1059860,60,149,2.5,Scolipede,50,545,55,69,112,bug,poison,200.5,5,0,124,385
Vanillite,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,50,5120,70,305,255,Fresh Snow Pokémon,50,1250000,36,86,0.4,Vanillite,50,582,65,60,44,ice,,5.7,5,0,125,255
Clefairy,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,45,2560,140,323,150,Fairy Pokémon,48,800000,70,118,0.6,Clefairy,24.6,35,60,65,35,fairy,,7.5,1,0,125,278
Cinccino,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,95,3840,70,470,60,Scarf Pokémon,60,800000,75,135,0.5,Cinccino,24.6,573,65,60,115,normal,,7.5,5,0,125,375
Swellow,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,85,3840,70,455,45,Swallow Pokémon,60,1059860,60,120,0.7,Swellow,50,277,75,50,125,normal,flying,19.8,3,0,125,370
Magby,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,75,6400,70,365,45,Live Coal Pokémon,37,1000000,45,82,0.7,Magby,75.4,240,70,55,83,fire,,21.4,2,0,125,290
Leafeon,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,110,8960,35,525,45,Verdant Pokémon,130,1000000,65,195,1,Leafeon,88.1,470,60,65,95,grass,,25.5,4,0,125,415
Staryu,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,45,5120,70,340,225,Starshape Pokémon,55,1250000,30,85,0.8,Staryu,,120,70,55,85,water,,34.5,1,0,125,295
Cacnea,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,85,5120,35,335,190,Cactus Pokémon,40,1059860,50,90,0.4,Cacnea,50,331,85,40,35,grass,,51.3,3,0,125,250
Pignite,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,93,5120,70,418,45,Fire Pig Pokémon,55,1059860,90,145,1,Pignite,88.1,499,70,55,55,fire,fighting,55.5,5,0,125,325
Munchlax,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,85,10240,70,390,50,Big Eater Pokémon,40,1250000,135,175,0.6,Munchlax,88.1,446,40,85,5,normal,,105,4,0,125,305
Ambipom,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,100,5120,100,482,45,Long Tail Pokémon,66,800000,75,141,1.2,Ambipom,50,424,60,66,115,normal,,20.3,4,0,126,382
Murkrow,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,85,5120,35,405,30,Darkness Pokémon,42,1059860,60,102,0.5,Murkrow,50,198,85,42,91,dark,flying,2.1,2,0,127,320
Litleo,0.5,1,1,1,0.5,2,0.5,1,0,0.5,2,0.5,1,1,1,2,0.5,2,50,5120,70,369,220,Lion Cub Pokémon,58,1059860,62,120,0.6,Litleo,11.2,667,73,54,72,fire,normal,13.5,6,0,127,319
Diggersby,1,1,1,0,1,2,1,1,0,2,1,2,1,0.5,1,0.5,1,2,56,3840,70,423,127,Digging Pokémon,77,1000000,85,162,1,Diggersby,50,660,50,77,78,normal,ground,42.4,6,0,127,367
Spritzee,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,52,5120,70,341,200,Perfume Pokémon,60,1000000,78,138,0.2,Spritzee,50,682,63,65,23,fairy,,0.5,6,0,128,289
Tyrantrum,1,1,2,0.5,2,2,0.25,0.5,1,1,2,2,0.5,0.5,1,1,2,1,121,7680,70,521,45,Despot Pokémon,119,1000000,82,201,2.5,Tyrantrum,88.1,697,69,59,71,rock,dragon,270,6,0,128,400
Watchog,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,85,5120,70,420,255,Lookout Pokémon,69,1000000,60,129,1.1,Watchog,50,505,60,69,77,normal,,27,5,0,129,335
Clamperl,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,64,5120,70,345,255,Bivalve Pokémon,85,600000,35,120,0.4,Clamperl,50,366,74,55,32,water,,52.5,3,0,129,281
